Name,Age,Nationality,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions,Preferred Positions Type
K. Lamprou,25,Greece,74.0,44.0,27.0,50.0,50.0,32.0,41.0,11.0,15.0,15.0,18.0,12.0,78.0,65.0,75.0,66.0,79.0,11.0,11.0,80.0,37.0,18.0,13.0,30.0,8.0,76.0,34.0,43.0,11.0,44.0,30.0,11.0,32.0,47.0,15.0,GK ,GoalKeeper
M. Janko,34,Austria,74.0,49.0,68.0,45.0,41.0,71.0,65.0,46.0,53.0,60.0,79.0,53.0,8.0,15.0,7.0,16.0,8.0,81.0,26.0,31.0,37.0,71.0,28.0,81.0,82.0,72.0,58.0,77.0,22.0,53.0,63.0,37.0,92.0,58.0,74.0,ST ,Forward
I. Tsallagov,26,Russia,74.0,82.0,73.0,83.0,71.0,66.0,63.0,64.0,44.0,74.0,50.0,46.0,7.0,7.0,14.0,7.0,11.0,53.0,70.0,70.0,69.0,42.0,69.0,41.0,55.0,69.0,73.0,51.0,75.0,81.0,90.0,73.0,65.0,62.0,53.0,CDM RB ,Back
I. Santini,28,Croatia,74.0,37.0,76.0,50.0,43.0,70.0,70.0,33.0,39.0,65.0,80.0,46.0,10.0,9.0,11.0,11.0,15.0,80.0,40.0,75.0,44.0,74.0,26.0,76.0,75.0,75.0,69.0,79.0,25.0,38.0,79.0,35.0,90.0,62.0,73.0,ST ,Forward
C. Sortomayrés,25,Chile,74.0,81.0,55.0,69.0,67.0,61.0,65.0,51.0,55.0,62.0,74.0,53.0,8.0,8.0,8.0,15.0,9.0,70.0,31.0,71.0,52.0,77.0,12.0,77.0,77.0,75.0,67.0,81.0,12.0,78.0,61.0,12.0,78.0,51.0,76.0,ST ,Forward
V. Ignatiev,30,Russia,74.0,81.0,55.0,70.0,68.0,74.0,65.0,70.0,71.0,73.0,72.0,65.0,9.0,6.0,16.0,13.0,9.0,67.0,47.0,63.0,74.0,66.0,43.0,70.0,68.0,68.0,75.0,60.0,55.0,79.0,66.0,59.0,65.0,73.0,65.0,RM LM ,Midfielder
Ryder,24,Brazil,74.0,76.0,56.0,77.0,76.0,79.0,69.0,62.0,68.0,79.0,71.0,64.0,12.0,7.0,7.0,7.0,11.0,76.0,26.0,86.0,51.0,66.0,20.0,65.0,77.0,68.0,70.0,70.0,26.0,79.0,69.0,28.0,66.0,60.0,68.0,CF ST ,Forward
Zainadine,29,Mozambique,74.0,72.0,80.0,66.0,72.0,62.0,64.0,58.0,65.0,60.0,22.0,67.0,8.0,13.0,8.0,15.0,9.0,71.0,74.0,91.0,53.0,59.0,74.0,45.0,42.0,69.0,59.0,57.0,73.0,71.0,73.0,75.0,77.0,39.0,30.0,CB ,Back
A. Traoré,28,Burkina Faso,74.0,85.0,78.0,84.0,83.0,76.0,71.0,72.0,72.0,79.0,68.0,74.0,11.0,10.0,9.0,12.0,14.0,68.0,40.0,82.0,62.0,69.0,32.0,70.0,68.0,67.0,71.0,72.0,32.0,83.0,70.0,38.0,68.0,74.0,66.0,LM RM CAM ,Midfielder
Álex Martínez,26,Spain,74.0,74.0,68.0,76.0,67.0,73.0,64.0,81.0,64.0,67.0,44.0,57.0,16.0,9.0,16.0,14.0,12.0,59.0,71.0,72.0,66.0,61.0,73.0,55.0,61.0,57.0,70.0,79.0,69.0,78.0,87.0,74.0,57.0,53.0,40.0,LB ,Back
M. Larrondo,28,Chile,74.0,52.0,74.0,61.0,39.0,72.0,69.0,50.0,67.0,71.0,78.0,41.0,10.0,8.0,13.0,8.0,10.0,81.0,20.0,77.0,54.0,57.0,22.0,73.0,72.0,71.0,75.0,72.0,18.0,70.0,62.0,24.0,75.0,74.0,66.0,ST ,Forward
A. Iwobi,21,Nigeria,74.0,79.0,46.0,77.0,76.0,83.0,70.0,52.0,50.0,83.0,63.0,40.0,14.0,7.0,12.0,14.0,11.0,42.0,24.0,50.0,57.0,54.0,29.0,56.0,68.0,72.0,80.0,67.0,23.0,78.0,70.0,26.0,72.0,75.0,48.0,LM ,Midfielder
C. Salcedo,23,Mexico,74.0,66.0,70.0,65.0,61.0,60.0,65.0,28.0,25.0,58.0,22.0,22.0,6.0,10.0,6.0,7.0,11.0,68.0,76.0,72.0,58.0,18.0,76.0,36.0,30.0,66.0,64.0,39.0,76.0,68.0,69.0,78.0,79.0,48.0,25.0,CB ,Back
M. Leitner,24,Germany,74.0,75.0,64.0,84.0,79.0,77.0,67.0,70.0,77.0,79.0,59.0,69.0,15.0,12.0,14.0,7.0,14.0,38.0,66.0,63.0,74.0,75.0,41.0,44.0,70.0,73.0,77.0,70.0,50.0,74.0,75.0,54.0,49.0,74.0,71.0,RM CAM CM ,Midfielder
T. Baumgartl,21,Germany,74.0,62.0,69.0,54.0,58.0,63.0,57.0,33.0,31.0,49.0,26.0,28.0,13.0,15.0,14.0,16.0,11.0,73.0,76.0,71.0,69.0,27.0,76.0,34.0,32.0,66.0,71.0,60.0,71.0,54.0,63.0,77.0,74.0,55.0,26.0,CB ,Back
J. Urretaviscaya,27,Uruguay,74.0,84.0,56.0,77.0,74.0,74.0,73.0,74.0,75.0,75.0,66.0,70.0,9.0,15.0,12.0,14.0,6.0,54.0,30.0,66.0,66.0,67.0,34.0,61.0,70.0,72.0,73.0,78.0,25.0,85.0,70.0,30.0,57.0,70.0,66.0,LW RW ,Forward
L. Melgarejo,26,Paraguay,74.0,85.0,71.0,77.0,76.0,75.0,74.0,70.0,74.0,76.0,70.0,42.0,6.0,10.0,12.0,15.0,9.0,77.0,63.0,82.0,61.0,64.0,60.0,66.0,73.0,75.0,67.0,75.0,66.0,83.0,79.0,61.0,61.0,67.0,61.0,LM ST ,Forward
Gonçalo Guedes,20,Portugal,74.0,84.0,67.0,81.0,69.0,74.0,75.0,69.0,74.0,76.0,74.0,70.0,9.0,12.0,11.0,9.0,9.0,60.0,47.0,65.0,62.0,76.0,25.0,69.0,78.0,76.0,73.0,76.0,30.0,80.0,77.0,34.0,56.0,71.0,73.0,LM RM ST ,Forward
J. Ortiz,33,Argentina,74.0,73.0,77.0,68.0,71.0,75.0,69.0,67.0,67.0,69.0,55.0,65.0,9.0,16.0,6.0,9.0,9.0,64.0,72.0,77.0,76.0,68.0,68.0,66.0,68.0,68.0,75.0,77.0,52.0,72.0,76.0,72.0,63.0,73.0,68.0,CDM CM ,Midfielder
A. Plata,26,Colombia,74.0,90.0,68.0,80.0,81.0,69.0,71.0,63.0,49.0,76.0,74.0,36.0,7.0,15.0,13.0,14.0,15.0,66.0,44.0,76.0,49.0,72.0,29.0,53.0,76.0,68.0,58.0,71.0,35.0,91.0,63.0,33.0,72.0,64.0,59.0,ST ,Forward
L. Ulloa,30,Argentina,74.0,44.0,71.0,55.0,57.0,72.0,72.0,51.0,55.0,70.0,74.0,56.0,13.0,8.0,8.0,16.0,11.0,83.0,33.0,74.0,63.0,63.0,27.0,73.0,76.0,75.0,69.0,76.0,45.0,53.0,67.0,48.0,88.0,61.0,72.0,ST ,Forward
E. Room,28,Curacao,74.0,46.0,22.0,47.0,46.0,26.0,32.0,20.0,13.0,12.0,16.0,12.0,75.0,74.0,69.0,70.0,75.0,11.0,14.0,70.0,29.0,12.0,19.0,37.0,9.0,72.0,22.0,17.0,13.0,44.0,34.0,17.0,65.0,58.0,18.0,GK ,GoalKeeper
T. Usami,25,Japan,74.0,79.0,30.0,79.0,80.0,75.0,72.0,70.0,71.0,80.0,71.0,60.0,9.0,11.0,9.0,6.0,7.0,41.0,34.0,33.0,69.0,70.0,28.0,59.0,72.0,65.0,72.0,63.0,21.0,76.0,66.0,27.0,37.0,73.0,62.0,ST LM ,Midfielder
Fábio Espinho,31,Portugal,74.0,74.0,68.0,88.0,83.0,75.0,68.0,70.0,69.0,74.0,67.0,71.0,16.0,13.0,12.0,8.0,10.0,59.0,59.0,58.0,78.0,73.0,56.0,71.0,67.0,77.0,76.0,80.0,62.0,67.0,69.0,61.0,56.0,73.0,62.0,CAM CM ,Midfielder
Fábio Cardoso,23,Portugal,74.0,62.0,79.0,56.0,57.0,63.0,60.0,32.0,37.0,53.0,22.0,29.0,7.0,14.0,12.0,15.0,8.0,73.0,72.0,76.0,47.0,25.0,75.0,39.0,35.0,75.0,60.0,64.0,73.0,70.0,72.0,75.0,76.0,41.0,29.0,CB ,Back
Hélder Barbosa,30,Portugal,74.0,80.0,77.0,79.0,85.0,75.0,78.0,75.0,75.0,81.0,68.0,68.0,15.0,16.0,13.0,11.0,10.0,55.0,42.0,75.0,61.0,65.0,34.0,59.0,71.0,65.0,66.0,82.0,35.0,80.0,66.0,48.0,55.0,71.0,61.0,CAM LM LW ,Forward
S. Amrabat,20,Morocco,74.0,69.0,66.0,72.0,77.0,80.0,72.0,76.0,66.0,77.0,47.0,55.0,13.0,13.0,6.0,16.0,12.0,54.0,64.0,60.0,80.0,48.0,57.0,47.0,56.0,72.0,80.0,67.0,52.0,68.0,76.0,55.0,75.0,75.0,58.0,CM ,Midfielder
R. Mora,29,Uruguay,74.0,77.0,76.0,80.0,82.0,75.0,70.0,64.0,75.0,71.0,74.0,76.0,8.0,15.0,15.0,10.0,8.0,71.0,26.0,86.0,66.0,72.0,20.0,68.0,75.0,75.0,67.0,75.0,20.0,80.0,79.0,24.0,63.0,68.0,79.0,ST ,Forward
R. Botta,27,Argentina,74.0,80.0,55.0,75.0,75.0,77.0,77.0,73.0,75.0,80.0,64.0,74.0,8.0,9.0,13.0,8.0,7.0,38.0,33.0,54.0,70.0,62.0,31.0,64.0,66.0,70.0,73.0,60.0,26.0,80.0,70.0,27.0,63.0,78.0,64.0,CAM LM RW ,Forward
A. Ndiaye Diedhiou,20,Senegal,74.0,90.0,62.0,87.0,79.0,71.0,75.0,63.0,51.0,86.0,75.0,29.0,6.0,7.0,14.0,8.0,9.0,58.0,41.0,83.0,58.0,61.0,37.0,49.0,76.0,68.0,68.0,71.0,35.0,90.0,76.0,52.0,64.0,67.0,59.0,CAM LM ST ,Forward
A. Adomah,29,Ghana,74.0,86.0,55.0,74.0,62.0,73.0,65.0,71.0,63.0,75.0,68.0,53.0,1.0,1.0,1.0,1.0,1.0,49.0,61.0,72.0,64.0,64.0,33.0,65.0,71.0,71.0,68.0,71.0,26.0,87.0,73.0,41.0,68.0,70.0,59.0,LM RM ,Midfielder
Nélson Lenho,33,Portugal,74.0,68.0,76.0,64.0,64.0,74.0,68.0,80.0,76.0,72.0,42.0,51.0,13.0,13.0,16.0,14.0,14.0,54.0,72.0,70.0,65.0,48.0,71.0,46.0,70.0,69.0,74.0,52.0,74.0,68.0,79.0,77.0,73.0,67.0,49.0,LB ,Back
L. Mchedlidze,27,Georgia,74.0,63.0,70.0,58.0,36.0,76.0,70.0,42.0,43.0,70.0,76.0,50.0,11.0,8.0,9.0,15.0,12.0,76.0,25.0,56.0,50.0,54.0,14.0,56.0,74.0,68.0,64.0,72.0,20.0,70.0,66.0,34.0,86.0,60.0,68.0,ST ,Forward
A. Soumaoro,25,France,74.0,52.0,72.0,53.0,65.0,56.0,66.0,57.0,31.0,47.0,31.0,36.0,6.0,10.0,8.0,16.0,14.0,76.0,70.0,80.0,49.0,42.0,75.0,40.0,34.0,62.0,61.0,48.0,72.0,64.0,75.0,75.0,92.0,32.0,35.0,CB ,Back
S. Bergwijn,19,Netherlands,74.0,87.0,44.0,78.0,85.0,77.0,67.0,66.0,70.0,82.0,66.0,57.0,11.0,14.0,12.0,14.0,13.0,55.0,21.0,70.0,53.0,65.0,24.0,59.0,68.0,69.0,70.0,72.0,26.0,84.0,66.0,25.0,68.0,66.0,62.0,LW RW ,Forward
J. Forlín,29,Argentina,74.0,62.0,72.0,63.0,68.0,65.0,67.0,61.0,51.0,50.0,36.0,38.0,10.0,6.0,7.0,13.0,8.0,69.0,78.0,90.0,64.0,27.0,78.0,51.0,41.0,69.0,65.0,60.0,72.0,66.0,73.0,73.0,71.0,59.0,40.0,CB ,Back
L. Traoré,27,Ivory Coast,74.0,68.0,55.0,38.0,31.0,67.0,67.0,35.0,40.0,71.0,73.0,36.0,10.0,10.0,10.0,15.0,14.0,80.0,41.0,59.0,34.0,69.0,18.0,73.0,80.0,70.0,61.0,74.0,16.0,68.0,61.0,35.0,91.0,70.0,69.0,ST ,Forward
T. Kalas,24,Czech Republic,74.0,74.0,70.0,72.0,72.0,64.0,68.0,51.0,25.0,63.0,38.0,18.0,8.0,8.0,9.0,7.0,7.0,72.0,74.0,82.0,50.0,65.0,75.0,53.0,46.0,71.0,67.0,66.0,72.0,76.0,74.0,72.0,76.0,48.0,24.0,RB CB ,Back
Aitor Sanz,32,Spain,74.0,70.0,76.0,70.0,71.0,73.0,82.0,64.0,72.0,68.0,56.0,70.0,14.0,11.0,12.0,9.0,16.0,42.0,70.0,66.0,80.0,64.0,66.0,64.0,63.0,69.0,75.0,75.0,65.0,64.0,81.0,72.0,76.0,78.0,55.0,CAM CM CDM ,Midfielder
J. Fernandes,28,Chile,74.0,76.0,63.0,76.0,63.0,76.0,63.0,37.0,66.0,75.0,72.0,57.0,7.0,12.0,6.0,15.0,14.0,70.0,25.0,67.0,44.0,68.0,23.0,61.0,72.0,70.0,72.0,70.0,21.0,79.0,69.0,29.0,76.0,51.0,69.0,RW CF ST ,Forward
T. Touré,23,Ivory Coast,74.0,78.0,69.0,80.0,73.0,75.0,69.0,69.0,76.0,75.0,68.0,68.0,10.0,14.0,9.0,12.0,8.0,67.0,46.0,70.0,63.0,72.0,41.0,66.0,73.0,69.0,75.0,69.0,35.0,80.0,69.0,42.0,67.0,74.0,70.0,ST LW LM ,Midfielder
M. Langerak,28,Australia,74.0,48.0,18.0,46.0,29.0,22.0,48.0,18.0,19.0,14.0,13.0,17.0,77.0,73.0,52.0,70.0,78.0,19.0,19.0,65.0,23.0,14.0,15.0,22.0,14.0,74.0,36.0,21.0,19.0,51.0,33.0,15.0,64.0,39.0,16.0,GK ,GoalKeeper
S. Johansen,26,Norway,74.0,69.0,85.0,75.0,75.0,76.0,75.0,69.0,71.0,71.0,69.0,74.0,7.0,16.0,7.0,9.0,14.0,53.0,62.0,62.0,74.0,66.0,62.0,51.0,71.0,72.0,76.0,73.0,59.0,70.0,89.0,62.0,66.0,75.0,64.0,CDM CM ,Midfielder
Tiago Pinto,29,Portugal,74.0,86.0,63.0,84.0,77.0,74.0,74.0,73.0,68.0,74.0,48.0,69.0,15.0,6.0,16.0,13.0,8.0,59.0,71.0,75.0,72.0,73.0,67.0,51.0,67.0,73.0,72.0,76.0,71.0,79.0,82.0,72.0,64.0,69.0,49.0,LB ,Back
P. Gallese,27,Peru,74.0,45.0,22.0,34.0,57.0,22.0,25.0,21.0,12.0,19.0,20.0,17.0,77.0,69.0,68.0,72.0,72.0,18.0,25.0,58.0,24.0,12.0,12.0,22.0,18.0,76.0,31.0,24.0,19.0,49.0,30.0,19.0,49.0,59.0,20.0,GK ,GoalKeeper
M. Mevlja,27,Slovenia,74.0,71.0,63.0,65.0,52.0,58.0,75.0,52.0,42.0,55.0,34.0,42.0,9.0,12.0,12.0,14.0,13.0,73.0,73.0,63.0,72.0,32.0,78.0,47.0,35.0,65.0,66.0,47.0,77.0,69.0,71.0,78.0,81.0,54.0,48.0,CDM CB ,Back
Kim Shin Wook,29,Korea Republic,74.0,61.0,73.0,54.0,64.0,75.0,67.0,52.0,53.0,60.0,75.0,50.0,7.0,10.0,7.0,10.0,8.0,80.0,26.0,69.0,62.0,72.0,54.0,73.0,75.0,75.0,67.0,79.0,42.0,42.0,77.0,40.0,90.0,68.0,72.0,ST ,Forward
N. Taylor,28,Wales,74.0,77.0,66.0,70.0,83.0,72.0,67.0,67.0,69.0,68.0,30.0,34.0,15.0,16.0,14.0,16.0,6.0,63.0,76.0,76.0,70.0,47.0,75.0,44.0,60.0,64.0,70.0,46.0,80.0,67.0,74.0,75.0,65.0,64.0,35.0,LB ,Back
U. Demirok,28,Turkey,74.0,52.0,68.0,49.0,56.0,58.0,73.0,40.0,32.0,57.0,42.0,22.0,6.0,8.0,13.0,7.0,8.0,76.0,74.0,44.0,68.0,30.0,74.0,72.0,40.0,72.0,64.0,55.0,75.0,45.0,80.0,77.0,85.0,64.0,29.0,CB ,Back
D. Stephens,28,England,74.0,63.0,78.0,69.0,66.0,72.0,78.0,70.0,67.0,64.0,63.0,61.0,11.0,15.0,8.0,13.0,10.0,65.0,72.0,89.0,73.0,70.0,69.0,44.0,66.0,73.0,77.0,67.0,69.0,63.0,84.0,74.0,68.0,71.0,69.0,CM ,Midfielder
T. Matlaba,29,South Africa,74.0,85.0,41.0,80.0,86.0,72.0,74.0,72.0,66.0,74.0,67.0,45.0,6.0,11.0,15.0,14.0,16.0,53.0,68.0,56.0,72.0,83.0,72.0,48.0,68.0,69.0,70.0,76.0,76.0,82.0,75.0,72.0,48.0,67.0,64.0,CM LM RB LB ,Back
Merino,21,Spain,74.0,62.0,74.0,64.0,57.0,77.0,66.0,59.0,68.0,73.0,62.0,69.0,9.0,12.0,9.0,13.0,14.0,75.0,74.0,68.0,74.0,67.0,59.0,58.0,70.0,71.0,77.0,63.0,65.0,61.0,69.0,75.0,74.0,74.0,58.0,CM CB CDM ,Midfielder
Marc Roca,20,Spain,74.0,55.0,69.0,66.0,60.0,75.0,65.0,61.0,66.0,71.0,59.0,52.0,12.0,11.0,11.0,10.0,8.0,42.0,71.0,55.0,74.0,65.0,70.0,55.0,60.0,70.0,80.0,43.0,73.0,57.0,69.0,75.0,64.0,73.0,44.0,CM CDM ,Midfielder
J. Rodwell,26,England,74.0,64.0,73.0,73.0,62.0,75.0,71.0,68.0,66.0,72.0,69.0,47.0,9.0,10.0,15.0,11.0,12.0,78.0,75.0,78.0,72.0,75.0,72.0,57.0,70.0,74.0,75.0,77.0,66.0,62.0,72.0,73.0,75.0,74.0,66.0,CM ,Midfielder
Mauro,26,Brazil,74.0,67.0,80.0,70.0,70.0,72.0,65.0,65.0,64.0,66.0,39.0,49.0,10.0,12.0,10.0,8.0,13.0,67.0,73.0,82.0,78.0,52.0,73.0,50.0,56.0,73.0,74.0,58.0,70.0,69.0,55.0,76.0,69.0,64.0,49.0,CDM ,Midfielder
D. Biseswar,29,Netherlands,74.0,76.0,54.0,80.0,82.0,77.0,68.0,70.0,85.0,81.0,66.0,69.0,15.0,7.0,7.0,12.0,15.0,42.0,31.0,70.0,68.0,77.0,23.0,40.0,70.0,72.0,70.0,75.0,23.0,75.0,65.0,24.0,62.0,69.0,65.0,LM CAM ,Midfielder
Y. Al Shahrani,25,Saudi Arabia,74.0,90.0,64.0,81.0,77.0,72.0,63.0,69.0,68.0,69.0,48.0,65.0,13.0,15.0,14.0,9.0,8.0,53.0,74.0,59.0,69.0,66.0,73.0,62.0,66.0,72.0,75.0,68.0,71.0,85.0,79.0,69.0,54.0,61.0,55.0,RB LB ,Back
M. Škriniar,22,Slovakia,74.0,64.0,74.0,37.0,48.0,65.0,67.0,43.0,38.0,42.0,41.0,39.0,10.0,13.0,12.0,8.0,12.0,75.0,70.0,76.0,61.0,35.0,75.0,58.0,36.0,65.0,67.0,54.0,77.0,63.0,64.0,79.0,69.0,41.0,45.0,CB ,Back
S. Privat,27,France,74.0,68.0,36.0,67.0,48.0,73.0,64.0,43.0,60.0,63.0,71.0,59.0,11.0,10.0,15.0,15.0,6.0,82.0,44.0,79.0,52.0,70.0,20.0,66.0,75.0,74.0,69.0,74.0,21.0,63.0,55.0,19.0,84.0,56.0,69.0,ST ,Forward
Júnior Caiçara,28,Brazil,74.0,86.0,67.0,77.0,88.0,76.0,64.0,73.0,74.0,76.0,43.0,73.0,16.0,12.0,15.0,14.0,16.0,44.0,70.0,69.0,65.0,67.0,71.0,78.0,72.0,74.0,75.0,73.0,73.0,78.0,78.0,74.0,46.0,63.0,51.0,RM RB ,Back
G. Sara,29,Argentina,74.0,41.0,23.0,30.0,53.0,17.0,26.0,14.0,24.0,20.0,15.0,21.0,74.0,70.0,75.0,69.0,77.0,23.0,24.0,72.0,23.0,17.0,13.0,30.0,15.0,77.0,29.0,23.0,16.0,44.0,30.0,12.0,70.0,46.0,19.0,GK ,GoalKeeper
A. Ríos,28,Mexico,74.0,66.0,73.0,63.0,63.0,68.0,67.0,50.0,70.0,57.0,39.0,60.0,6.0,16.0,13.0,8.0,15.0,54.0,74.0,64.0,76.0,77.0,73.0,55.0,59.0,68.0,76.0,75.0,64.0,66.0,79.0,70.0,76.0,69.0,59.0,CM CDM ,Midfielder
O. Tannane,23,Morocco,74.0,80.0,77.0,82.0,73.0,76.0,66.0,63.0,81.0,80.0,75.0,72.0,9.0,6.0,7.0,11.0,10.0,48.0,33.0,63.0,67.0,78.0,36.0,70.0,76.0,69.0,71.0,83.0,37.0,76.0,66.0,32.0,71.0,62.0,73.0,CAM LM RM ,Midfielder
R. Ribagaso,29,Chile,74.0,71.0,79.0,64.0,65.0,69.0,68.0,73.0,45.0,61.0,45.0,46.0,13.0,9.0,1.0,13.0,7.0,68.0,70.0,64.0,69.0,52.0,76.0,51.0,51.0,72.0,70.0,55.0,71.0,73.0,81.0,77.0,62.0,70.0,41.0,LB ,Back
I. Arma?,29,Moldova,74.0,50.0,71.0,45.0,48.0,58.0,68.0,37.0,41.0,24.0,22.0,33.0,7.0,16.0,12.0,6.0,12.0,77.0,75.0,32.0,54.0,35.0,77.0,38.0,27.0,63.0,65.0,59.0,72.0,53.0,70.0,75.0,87.0,45.0,13.0,LB CB ,Back
F. Cacciatore,30,Italy,74.0,74.0,72.0,68.0,75.0,61.0,74.0,69.0,53.0,61.0,45.0,38.0,5.0,14.0,10.0,13.0,5.0,68.0,74.0,77.0,65.0,56.0,75.0,39.0,60.0,74.0,65.0,71.0,77.0,76.0,79.0,77.0,79.0,48.0,45.0,LB RB ,Back
R. van Rhijn,26,Netherlands,74.0,81.0,72.0,74.0,66.0,72.0,65.0,76.0,81.0,65.0,45.0,78.0,8.0,8.0,15.0,16.0,7.0,72.0,66.0,68.0,73.0,67.0,71.0,55.0,61.0,70.0,69.0,82.0,74.0,83.0,80.0,73.0,67.0,53.0,70.0,RB ,Back
F. Bastians,29,Germany,74.0,75.0,68.0,66.0,60.0,66.0,71.0,70.0,70.0,66.0,49.0,69.0,6.0,8.0,14.0,11.0,12.0,71.0,74.0,75.0,72.0,67.0,71.0,63.0,56.0,73.0,72.0,71.0,72.0,85.0,78.0,75.0,77.0,60.0,67.0,LB CB ,Back
Victorino Magela,29,Brazil,74.0,41.0,41.0,32.0,45.0,21.0,71.0,9.0,8.0,8.0,9.0,19.0,71.0,72.0,73.0,75.0,76.0,9.0,25.0,61.0,15.0,8.0,8.0,16.0,21.0,68.0,16.0,21.0,9.0,42.0,31.0,8.0,81.0,72.0,9.0,GK ,GoalKeeper
J. Troisi,28,Australia,74.0,79.0,46.0,78.0,70.0,77.0,72.0,70.0,78.0,73.0,63.0,69.0,12.0,10.0,14.0,6.0,13.0,56.0,43.0,71.0,68.0,75.0,22.0,69.0,70.0,70.0,74.0,75.0,38.0,76.0,71.0,40.0,69.0,74.0,70.0,CAM ,Midfielder
K. Kamara,32,Sierra Leone,74.0,75.0,75.0,75.0,69.0,69.0,71.0,64.0,60.0,71.0,73.0,42.0,11.0,8.0,11.0,6.0,16.0,80.0,30.0,92.0,51.0,64.0,29.0,74.0,75.0,73.0,66.0,75.0,18.0,77.0,78.0,13.0,78.0,59.0,68.0,ST ,Forward
M. Ça??ran,24,Turkey,74.0,69.0,73.0,68.0,61.0,76.0,74.0,72.0,71.0,75.0,64.0,74.0,9.0,11.0,8.0,11.0,7.0,76.0,72.0,82.0,78.0,74.0,65.0,65.0,66.0,73.0,77.0,80.0,65.0,68.0,79.0,71.0,78.0,74.0,52.0,CM CDM ,Midfielder
K. Nababkin,30,Russia,74.0,77.0,75.0,63.0,67.0,66.0,64.0,68.0,52.0,58.0,61.0,46.0,14.0,8.0,15.0,14.0,6.0,70.0,72.0,73.0,69.0,57.0,74.0,58.0,57.0,63.0,72.0,53.0,76.0,86.0,80.0,75.0,72.0,53.0,32.0,RB LB ,Back
G. Lo Celso,21,Argentina,74.0,75.0,65.0,77.0,78.0,79.0,68.0,73.0,67.0,76.0,55.0,72.0,10.0,7.0,10.0,15.0,14.0,36.0,34.0,57.0,73.0,64.0,28.0,55.0,66.0,64.0,78.0,75.0,48.0,75.0,74.0,55.0,57.0,80.0,69.0,CM CAM ,Midfielder
M. Diakhaby,20,France,74.0,47.0,76.0,46.0,33.0,52.0,71.0,28.0,30.0,42.0,25.0,26.0,15.0,11.0,10.0,14.0,11.0,83.0,73.0,86.0,42.0,27.0,75.0,49.0,24.0,68.0,56.0,45.0,68.0,39.0,75.0,76.0,84.0,37.0,31.0,CB ,Back
F. Moubandje,27,Switzerland,74.0,71.0,76.0,65.0,68.0,71.0,72.0,65.0,61.0,70.0,42.0,48.0,15.0,14.0,13.0,11.0,6.0,66.0,74.0,84.0,67.0,40.0,77.0,56.0,69.0,73.0,71.0,63.0,76.0,71.0,78.0,77.0,76.0,57.0,52.0,LB ,Back
G. Karadeniz,37,Turkey,74.0,69.0,67.0,82.0,84.0,80.0,73.0,72.0,73.0,80.0,72.0,60.0,15.0,13.0,16.0,8.0,10.0,44.0,37.0,78.0,69.0,70.0,47.0,71.0,74.0,72.0,68.0,72.0,50.0,76.0,51.0,55.0,50.0,69.0,65.0,ST CAM RM LM ,Midfielder
T. Al Jassam,32,Saudi Arabia,74.0,75.0,71.0,70.0,74.0,75.0,74.0,61.0,70.0,68.0,69.0,74.0,12.0,13.0,9.0,16.0,13.0,70.0,71.0,67.0,72.0,70.0,74.0,75.0,68.0,72.0,75.0,66.0,71.0,67.0,76.0,73.0,73.0,67.0,61.0,CAM CM CDM ,Midfielder
M. Heller,31,Germany,74.0,93.0,58.0,83.0,80.0,72.0,64.0,75.0,65.0,78.0,68.0,49.0,15.0,13.0,10.0,12.0,13.0,56.0,20.0,65.0,52.0,58.0,15.0,54.0,71.0,70.0,69.0,68.0,24.0,93.0,79.0,37.0,58.0,54.0,68.0,RM LM ,Midfielder
V. Pajot,26,France,74.0,67.0,80.0,68.0,73.0,74.0,73.0,62.0,56.0,71.0,51.0,54.0,9.0,11.0,16.0,16.0,11.0,73.0,76.0,77.0,73.0,66.0,72.0,59.0,64.0,77.0,77.0,64.0,72.0,63.0,74.0,74.0,63.0,75.0,47.0,CDM CM ,Midfielder
D. Bocanegra,30,Colombia,74.0,71.0,76.0,59.0,56.0,72.0,68.0,73.0,65.0,61.0,42.0,76.0,13.0,13.0,7.0,7.0,14.0,72.0,69.0,80.0,59.0,73.0,71.0,52.0,53.0,76.0,72.0,72.0,68.0,74.0,87.0,72.0,74.0,61.0,47.0,RB ,Back
W. Hahn,25,Netherlands,74.0,45.0,36.0,44.0,49.0,24.0,41.0,21.0,24.0,19.0,12.0,13.0,74.0,74.0,66.0,68.0,79.0,14.0,24.0,75.0,40.0,19.0,20.0,20.0,13.0,70.0,45.0,46.0,19.0,50.0,38.0,15.0,77.0,56.0,16.0,GK ,GoalKeeper
Adrianiscito,25,Brazil,74.0,17.0,36.0,44.0,22.0,16.0,42.0,18.0,31.0,8.0,12.0,22.0,68.0,76.0,74.0,77.0,73.0,20.0,12.0,41.0,20.0,13.0,17.0,34.0,5.0,67.0,24.0,30.0,10.0,18.0,15.0,9.0,60.0,37.0,18.0,GK ,GoalKeeper
